id,nationality,visa_type,consulate,submission_date,decision_date,processing_days,documents_submitted,document_count,sponsor_type,prior_travel,status
case_003089,Japan,H-1B,Guangzhou,2025-09-07,2025-12-13,97,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001129,Brazil,H-1B,Ciudad Juarez,2025-09-07,2026-01-29,144,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,rfe
case_000009,Brazil,B1/B2,Hyderabad,2025-09-07,2025-10-12,35,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,self,False,approved
case_001381,Bangladesh,F-1,Seoul,2025-09-07,2025-10-15,38,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_000753,Mexico,H-1B,London,2025-09-08,2025-12-05,88,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_003364,Taiwan,F-1,Seoul,2025-09-08,2025-10-02,24,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,True,approved
case_002375,China,H-1B,Hyderabad,2025-09-08,2026-01-28,142,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_003008,Pakistan,F-1,Guadalajara,2025-09-08,2025-10-04,26,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_000838,Japan,H-1B,New Delhi,2025-09-08,2026-01-01,115,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,family,False,approved
case_003512,Germany,H-1B,Tokyo,2025-09-08,2025-12-26,109,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,government,True,approved
case_002080,Nigeria,L-1,Hyderabad,2025-09-08,2025-11-04,57,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_002426,Germany,H-1B,Shenyang,2025-09-08,2025-12-31,114,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,government,False,approved
case_003187,Pakistan,H-1B,Chennai,2025-09-08,2025-12-14,97,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001907,China,O-1,Mexico City,2025-09-08,2025-10-09,31,"['I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_001625,Philippines,H-1B,Mexico City,2025-09-08,2026-01-26,140,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_003314,Nigeria,B1/B2,Guangzhou,2025-09-09,2025-10-18,39,"['Travel Itinerary', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_003656,Philippines,H-1B,Seoul,2025-09-09,2025-11-26,78,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,approved
case_001721,India,H-1B,London,2025-09-09,2026-01-13,126,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,False,approved
case_003774,Germany,H-1B,Beijing,2025-09-09,2026-01-03,116,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_000242,Germany,H-1B,Mexico City,2025-09-09,2025-11-26,78,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_000629,Nigeria,H-1B,London,2025-09-09,2025-11-03,55,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_001298,South Korea,F-1,Mexico City,2025-09-09,2025-10-22,43,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,government,True,approved
case_001794,Japan,H-1B,Kolkata,2025-09-09,2026-01-29,142,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_004435,Bangladesh,H-1B,Frankfurt,2025-09-09,2026-03-11,183,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,rfe
case_003561,India,H-1B,Guadalajara,2025-09-09,2025-11-17,69,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,False,approved
case_004530,Japan,B1/B2,Seoul,2025-09-09,2025-10-06,27,"['Travel Itinerary', 'Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,approved
case_002543,Bangladesh,F-1,Guangzhou,2025-09-09,2025-10-27,48,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_003868,Canada,H-1B,Shenyang,2025-09-09,2026-04-17,220,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,rfe
case_001401,Bangladesh,H-1B,Frankfurt,2025-09-10,2025-11-16,67,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,True,approved
case_001000,China,F-1,Tokyo,2025-09-10,2025-11-11,62,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,rfe
case_000851,Bangladesh,H-1B,Seoul,2025-09-10,2025-11-18,69,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_004804,Nigeria,F-1,Guadalajara,2025-09-10,2025-10-15,35,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,family,False,approved
case_003476,Pakistan,H-1B,Shenyang,2025-09-10,2025-11-15,66,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,denied
case_003798,Philippines,H-1B,Beijing,2025-09-10,2026-01-29,141,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,rfe
case_001949,Taiwan,H-1B,Hyderabad,2025-09-10,2025-12-11,92,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,denied
case_000903,Taiwan,B1/B2,Manila,2025-09-10,2025-10-09,29,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,False,approved
case_003960,Germany,B1/B2,Guadalajara,2025-09-10,2025-09-20,10,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,False,approved
case_003281,Vietnam,B1/B2,Chennai,2025-09-10,2025-10-21,41,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,family,False,rfe
case_004731,Nigeria,H-1B,Kolkata,2025-09-10,2025-12-20,101,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,employer,False,approved
case_002226,Mexico,F-1,Guadalajara,2025-09-10,2025-10-09,29,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_004433,Pakistan,H-1B,Chennai,2025-09-10,2026-01-25,137,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,rfe
case_003367,Vietnam,H-1B,Manila,2025-09-10,2026-02-02,145,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,False,approved
case_000155,Japan,O-1,Shenyang,2025-09-10,2025-10-29,49,"['Travel Itinerary', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,university,True,approved
case_000292,India,H-1B,New Delhi,2025-09-10,2025-12-06,87,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_003442,Canada,H-1B,Seoul,2025-09-10,2026-01-20,132,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,approved
case_000267,Pakistan,H-1B,New Delhi,2025-09-10,2025-11-10,61,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,government,False,denied
case_002698,Pakistan,H-1B,Frankfurt,2025-09-10,2025-11-11,62,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,denied
case_001881,Japan,H-1B,Toronto,2025-09-10,2026-02-13,156,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_003236,Japan,F-1,London,2025-09-11,2025-10-18,37,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,True,approved
case_001249,Taiwan,F-1,New Delhi,2025-09-11,2025-11-15,65,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,True,rfe
case_001133,Germany,L-1,Mumbai,2025-09-11,2025-11-18,68,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_003481,Taiwan,H-1B,Ciudad Juarez,2025-09-11,2026-01-04,115,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_000484,China,H-1B,Guangzhou,2025-09-11,2025-12-17,97,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_003951,Germany,H-1B,Beijing,2025-09-11,2025-12-04,84,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,university,True,approved
case_004180,Brazil,H-1B,Hyderabad,2025-09-11,2026-02-17,159,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,rfe
case_001636,Philippines,F-1,Beijing,2025-09-11,2025-10-21,40,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_002032,Philippines,H-1B,Frankfurt,2025-09-11,2026-01-10,121,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001685,Taiwan,L-1,Manila,2025-09-11,2025-12-09,89,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,False,approved
case_003925,China,F-1,Toronto,2025-09-11,2025-10-07,26,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_003902,Taiwan,O-1,Toronto,2025-09-11,2025-12-11,91,"['Travel Itinerary', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,government,False,rfe
case_002334,Vietnam,F-1,Guadalajara,2025-09-11,2025-10-21,40,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,False,approved
case_002125,Nigeria,H-1B,Ciudad Juarez,2025-09-12,2025-12-21,100,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001561,Mexico,H-1B,Mexico City,2025-09-12,2025-12-06,85,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_001570,Japan,H-1B,Beijing,2025-09-12,2025-11-17,66,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,employer,True,approved
case_000084,Philippines,L-1,Chennai,2025-09-12,2025-11-01,50,"['Employment Letter', 'I-797', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,family,False,approved
case_003712,Philippines,H-1B,Seoul,2025-09-12,2025-12-07,86,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",10,family,True,approved
case_004733,Japan,H-1B,Seoul,2025-09-12,2026-01-28,138,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_003178,India,H-1B,Guangzhou,2025-09-12,2026-01-19,129,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,family,True,approved
case_000386,Germany,B1/B2,Seoul,2025-09-12,2025-10-06,24,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,True,approved
case_000923,Bangladesh,F-1,Kolkata,2025-09-12,2025-11-01,50,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,False,approved
case_004952,Nigeria,F-1,Mumbai,2025-09-12,2025-10-21,39,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,family,False,approved
case_001432,China,J-1,Toronto,2025-09-12,2025-10-10,28,"['I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,family,False,approved
case_003260,Taiwan,B1/B2,Guangzhou,2025-09-12,2025-10-10,28,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_000663,Brazil,L-1,Guangzhou,2025-09-12,2025-12-24,103,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,university,True,approved
case_003808,Pakistan,F-1,Mumbai,2025-09-12,2025-10-17,35,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,True,approved
case_002090,India,H-1B,Manila,2025-09-13,2025-11-29,77,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_004337,Japan,J-1,Manila,2025-09-13,2025-11-10,58,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,rfe
case_001045,Brazil,F-1,Chennai,2025-09-13,2025-10-08,25,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,self,False,approved
case_003453,India,H-1B,Chennai,2025-09-13,2026-04-22,221,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,rfe
case_001826,India,H-1B,Chennai,2025-09-13,2025-12-12,90,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",9,self,False,approved
case_003663,Germany,F-1,Seoul,2025-09-13,2025-10-12,29,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_000093,Taiwan,H-1B,Hyderabad,2025-09-13,2025-12-23,101,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_004217,Taiwan,F-1,Chennai,2025-09-13,2025-11-12,60,"['Financial Docs', 'I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,university,True,rfe
case_002321,Nigeria,F-1,Manila,2025-09-13,2025-10-25,42,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,True,approved
case_000565,Canada,B1/B2,Shanghai,2025-09-13,2025-10-05,22,"['Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",6,government,False,approved
case_004448,Taiwan,B1/B2,Mexico City,2025-09-14,2025-10-07,23,"['Travel Itinerary', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_001917,Germany,B1/B2,Frankfurt,2025-09-14,2025-10-04,20,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",5,university,True,approved
case_000258,Vietnam,B1/B2,New Delhi,2025-09-14,2025-10-20,36,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,self,True,rfe
case_003777,China,F-1,Ciudad Juarez,2025-09-14,2025-10-05,21,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,False,approved
case_004656,United Kingdom,H-1B,Shanghai,2025-09-14,2026-01-13,121,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,self,False,approved
case_004916,Bangladesh,H-1B,Chennai,2025-09-14,2025-12-11,88,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",11,family,True,approved
case_000192,Taiwan,H-1B,Shenyang,2025-09-14,2026-01-21,129,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,True,approved
case_001496,Germany,F-1,Hyderabad,2025-09-14,2025-11-01,48,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,family,False,approved
case_000294,Bangladesh,L-1,Mumbai,2025-09-14,2026-01-19,127,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,employer,False,rfe
case_002175,China,B1/B2,Shenyang,2025-09-14,2025-10-04,20,"['Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",6,family,False,approved
case_002325,China,H-1B,Hyderabad,2025-09-14,2025-12-18,95,"['Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,False,approved
case_000237,Germany,F-1,Manila,2025-09-14,2025-10-22,38,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,self,True,approved
case_002251,Mexico,F-1,Mumbai,2025-09-14,2025-10-20,36,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,university,False,approved
case_003491,South Korea,F-1,New Delhi,2025-09-14,2025-10-23,39,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_002312,Taiwan,H-1B,Hyderabad,2025-09-14,2026-01-17,125,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,False,approved
case_004364,United Kingdom,F-1,Manila,2025-09-15,2025-11-06,52,"['Financial Docs', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,employer,True,approved
case_000220,Vietnam,B1/B2,Chennai,2025-09-15,2025-10-11,26,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_004437,Taiwan,J-1,Beijing,2025-09-15,2025-11-07,53,"['Travel Itinerary', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,university,False,rfe
case_000107,Canada,B1/B2,Mumbai,2025-09-15,2025-10-31,46,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,self,False,rfe
case_004780,Germany,B1/B2,Tokyo,2025-09-15,2025-09-27,12,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,employer,False,approved
case_002540,Brazil,F-1,Manila,2025-09-15,2025-11-09,55,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_002064,Taiwan,O-1,Shanghai,2025-09-15,2025-11-24,70,"['I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,self,False,approved
case_004379,Japan,J-1,New Delhi,2025-09-15,2025-10-14,29,"['I-20', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,self,False,approved
case_001505,Brazil,F-1,Frankfurt,2025-09-15,2025-10-12,27,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,university,False,approved
case_002897,Nigeria,H-1B,Guangzhou,2025-09-15,2025-12-11,87,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",9,university,False,approved
case_000165,Bangladesh,B1/B2,Tokyo,2025-09-15,2025-10-13,28,"['Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,university,False,approved
case_000351,Mexico,F-1,Chennai,2025-09-15,2025-10-22,37,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,False,approved
case_002497,Pakistan,H-1B,Beijing,2025-09-15,2026-01-15,122,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,family,True,approved
case_004897,India,H-1B,Ciudad Juarez,2025-09-15,2025-11-24,70,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,employer,False,denied
case_004973,Mexico,H-1B,Guadalajara,2025-09-16,2026-01-30,136,"['Employment Letter', 'I-797', 'Resume', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,self,True,rfe
case_004602,Nigeria,B1/B2,Hyderabad,2025-09-16,2025-10-10,24,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",7,government,False,approved
case_004898,Taiwan,F-1,London,2025-09-16,2025-10-12,26,"['Financial Docs', 'I-20', 'Transcripts', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,university,True,approved
case_003917,Germany,F-1,Ciudad Juarez,2025-09-16,2025-10-07,21,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,family,True,approved
case_004524,Germany,F-1,Shenyang,2025-09-16,2025-10-15,29,"['Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",9,employer,False,approved
case_003454,Vietnam,L-1,Toronto,2025-09-16,2025-11-05,50,"['Employment Letter', 'I-797', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_003908,Pakistan,L-1,London,2025-09-16,2025-11-07,52,"['Travel Itinerary', 'Employment Letter', 'I-797', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,True,approved
case_004573,United Kingdom,O-1,Manila,2025-09-16,2025-10-24,38,"['I-797', 'Resume', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",7,university,True,approved
case_004405,South Korea,B1/B2,Guadalajara,2025-09-16,2025-09-29,13,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,government,True,approved
case_004376,Taiwan,L-1,Seoul,2025-09-16,2025-11-25,70,"['Employment Letter', 'I-797', 'Property Docs', 'Passport', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",8,employer,False,approved
case_002596,Taiwan,J-1,London,2025-09-16,2025-10-16,30,"['Travel Itinerary', 'I-20', 'Property Docs', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo']",8,self,True,approved
case_004264,Bangladesh,B1/B2,Beijing,2025-09-16,2025-10-27,41,"['Travel Itinerary', 'Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo']",6,family,False,approved
case_002704,Canada,B1/B2,Shanghai,2025-09-16,2025-10-16,30,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,employer,False,approved
case_002418,Canada,B1/B2,Toronto,2025-09-16,2025-10-04,18,"['Passport', 'Invitation Letter', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",6,family,False,approved
case_000480,Germany,F-1,Shenyang,2025-09-16,2025-10-18,32,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'DS-160', 'Fee Receipt', 'Photo']",8,government,False,approved
case_004866,Germany,F-1,Beijing,2025-09-16,2025-11-09,54,"['Travel Itinerary', 'Financial Docs', 'I-20', 'Transcripts', 'Passport', 'Bank Statement', 'DS-160', 'Fee Receipt', 'Photo', 'Tax Returns']",10,self,True,approved
case_001294,Canada,B1/B2,Chennai,2025-09-16,2025-09-24,8,"['Property Docs', 'Passport', 'Invitation Letter', 'DS-160', 'Bank Statement', 'Fee Receipt', 'Photo']",7,self,True,approved
